Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_IndigencyStatus,WhetherDefendantWasReleasedPretrial,DaysBetweenContactEventAndPretrialRelease,PretrialReleaseType2,BondTypeAtInitialContact,BondAmountAtInitialContact,BondTypeAtRelease_v1,BondAmountAtRelease,Indicator_PresumptiveDenialOfBail_19.2_120,PriorArrests,Locality_JudicialCircuit,Locality_MagisterialRegion,FollowUp_ChargedWithNewFTA,FollowUp_ArrestedforNewOff,CrimeCommission2021ReportClassificationofDefendants,VPRAI_TotalPoints_Opt1,VPRAI_TotalPoints_Opt2,PSA_FTA_TotalPoints,PSA_NCA_TotalPoints,PSA_NVCA_TotalPoints
M,B,53,1,1,0,3,2,1000,2,1000,0,22,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,5,8,2
F,B,36,1,0,999,0,1, ,1, ,0,50,   16.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,11,12,2,5,2
M,W,23,1,1,0,1,3,3000,3,3000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,W,39,1,1,0,3,2,1500,2,1500,1,2,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
F,W,21,1,1,1,1,3,1000,3,1000,0,0,   29.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,28,1,1,0,1,3,500,3,500,0,1,   29.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,30,1,0,999,0,1, ,1, ,2,8,   11.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,5,6,3,6,5
M,B,56,1,1,0,1,3,4000,3,4000,0,34,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,3,8,3
M,B,35,1,1,1,6,1, ,2,1500,1,12,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,5,3
M,B,51,1,1,3,6,1, ,2,1500,1,18,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,3,7,2
M,W,38,0,1,0,1,3,1500,3,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,W,19,99,1,0,1,3,1000,3,1000,0, ,   19.00,    5.00, , ,Defendant could not be classified or tracked due to insufficeint data, , , , , 
M,W,22,1,1,0,1,3,3000,3,3000,0,6,   19.00,    5.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,9,10,1,5,1
M,W,49,0,1,0,1,4, ,4, ,0,9,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,3,4,2,2,2
M,W,31,0,1,0,1,2,2500,3,2500,2,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,W,20,0,1,5,6,1, ,2,10000,2,3,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,2,3
M,B,20,1,1,0,1,3,1000,3,1000,0,1,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
F,W,21,0,1,0,1,3,1000,3,1000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,22,1,1,0,1,3,2500,3,2500,0,1,   19.00,    5.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,2,0
M,W,31,0,1,0,1,3,3000,3,3000,1,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,21,9,0,999,0,1, ,1, ,0,15,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,6,11,2
F,W,22,1,1,0,1,3,1500,3,1500,1,1,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,1
M,W,28,0,1,0,1,3,1000,3,1000,1,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,43,0,1,0,1,4, ,4, ,0,0,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,W,36,0,1,0,1,4, ,4, ,0,0,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,W,36,0,1,0,3,2,1500,2,1500,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,W,64,0,1,0,1,3,2000,3,2000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,41,1,1,1,3,1, ,2,5000,9,27,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
M,W,41,0,1,0,3,2,1500,2,1500,1,3,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
M,B,44,0,1,0,1,3,1500,3,1500,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,20,0,1,0,1,3,1000,3,1000,1,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,31,0,1,0,1,3,2500,3,2500,1,2,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,B,55,1,1,1,6,1, ,2,5000,0,24,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,11,12,5,6,3
M,W,22,0,1,0,1,3,1000,3,1000,1,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,18,0,1,0,1,4, ,4, ,0,0,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
M,W,30,0,1,0,1,3,1500,3,1500,1,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,22,0,1,0,1,3,3000,3,3000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,23,0,1,0,1,2,1000,3,1000,0,2,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,B,19,0,1,6,3,2,7500,2,7500,0,3,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,3,5,2
M,B,23,0,1,1,1,1, ,3,2000,9,7,   19.00,    5.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,3,1
M,A,57,0,1,0,1,4, ,4, ,0,1,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
F,W,32,1,1,2,6,2,1500,2,1500,0,3,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
F,B,24,0,1,0,1,3,2000,3,2000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,2
M,B,20,1,1,0,1,3,3000,3,3000,0,3,   19.00,    5.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,1,6,2
M,B,47,0,1,0,1,4, ,4, ,0,28,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,5,2
M,B,49,0,1,0,1,3,1000,3,1000,0,15,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,3,4
F,B,19,0,1,0,1,5, ,3,1500,1,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,B,33,1,1,12,6,1, ,2,5000,2,6,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,6,6
M,W,27,0,1,0,3,2,1500,2,1500,1,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,19,1,1,0,6,2,3500,2,3500,1,10,   20.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,1,2,4,4,0
M,B,42,1,0,999,0,1, ,1, ,2,16,   20.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,3,4,2,9,6
F,B,32,1,1,777,3,1, ,2, ,2,2,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,62,1,1,0,1,3,2500,3,2500,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,29,0,1,0,1,4, ,4, ,0,2,   22.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,42,0,1,0,1,3,5000,3,5000,0,0,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
F,W,30,0,1,0,3,2,2000,2,500,0,1,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,2
M,W,41,0,1,1,1,4, ,4, ,0,1,   26.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,42,0,1,1,1,3,1500,3,1500,1,0,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,26,1,1,0,3,2,1500,2,1500,0,6,    9.00,    6.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,2,5,3
F,W,56,0,1,1,1,4, ,4, ,0,12,    9.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,5,2
F,W,45,0,0,999,0,1, ,1, ,0,5,    9.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
F,W,26,1,1,1,3,2,1500,2,1500,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,30,1,1,151,1,1, ,3,5000,1,19,   16.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,7,8,2,6,2
M,B,58,1,1,122,9,1, ,7, ,0,13,   16.00,    4.00,0,1,Defendant could not be classified or tracked due to insufficeint data,6,7,1,6,3
M,W,54,1,1,1,3,2,2000,2,2000,0,11,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,5,4
F,W,63,0,1,0,1,3,2500,3,2500,1,0,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,B,23,1,1,18,3,2,1000,2,1000,0,4,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,1,4,2
F,B,30,1,1,777,4,1, ,4, ,0,7,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,5,6,3,5,2
M,W,25,1,0,999,0,1, ,1, ,0,8,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,4,6,3
M,W,68,1,1,0,3,2,5000,2,5000,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,50,0,1,0,1,3,2500,3,2500,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,41,1,0,999,0,1, ,1, ,2,35,   14.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,2,5,4
M,B,19,0,1,0,3,2,5000,2,5000,2,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,2,3
F,W,24,9,1,0,1,3,4000,3,4000,0,1,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,B,54,0,1,4,6,1, ,2,1500,1,23,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,2,6,3
M,B,24,1,0,999,0,1, ,1, ,0,9,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,4,3,2
M,W,26,1,1,0,1,3,1000,3,1000,0,2,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,7,8,1,3,1
M,B,25,1,1,3,3,1, ,2,4500,1,5,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,2,4,4
M,B,21,0,1,0,1,3,500,3,500,9,1,   14.00,    6.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,2,0
M,B,65,0,1,0,3,2,1500,2,1500,1,32,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,10,11,3,9,4
M,B,65,1,0,999,0,1, ,1, ,1,6,   14.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,4,1
F,W,34,0,1,3,3,5, ,2,1000,0,13,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,2,2,2
F,W,32,1,0,999,0,1, ,1, ,0,10,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,4,1
F,B,44,1,1,10,6,1, ,2,2500,0,19,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,3,1
M,B,44,1,1,2,1,2,10000,3,10000,0,26,   14.00,    6.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,3,9,4
M,W,35,0,1,0,1,3,2500,3,2500,0,8,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,1,4,1
M,B,29,1,1,0,1,3,2500,3,2500,0,18,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,12,13,5,8,2
M,W,24,1,1,0,1,3,7500,3,7500,0,6,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
F,W,27,0,0,999,0,1, ,1, ,0,9,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,7,3
F,W,54,0,1,4,3,2,1000,2,1000,1,1,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,B,20,0,1,0,1,4, ,4, ,0,2,    5.00,    8.00,1,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,3,1
M,W,36,1,1,0,1,3,1500,3,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,4,2
M,W,35,0,1,0,1,3,1500,3,1500,1,10,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,B,37,1,1,1,6,2,1500,2,1500,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,34,0,1,0,3,2,2500,2,2500,0,7,   15.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,B,41,0,1,0,1,3,1000,3,1000,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,45,1,1,18,6,1, ,2,4000,0,32,   30.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,2,6,3
M,W,32,1,1,3,3,1, ,2,8000,0,9,   30.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,2,1
M,W,28,1,1,7,3,2,1000,2,1000,0,0,   30.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
F,W,41,0,1,0,1,4, ,4, ,9,0,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,W,44,0,1,0,1,3,1500,3,1500,0,9,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,4,4
F,W,54,1,1,0,6,2,2000,2,2000,0,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,27,1,1,0,1,3,2500,3,1000,0,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,31,0,1,9,6,1, ,2,10000,0,8,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,4,3
M,W,19,0,1,0,1,4, ,4, ,9,0,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
M,B,28,1,1,0,6,2,5000,2,5000,1,7,   20.00,    4.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,3,5,2
M,W,39,0,1,0,1,4, ,4, ,9,2,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,4,5,0,0,0
M,W,40,9,1,0,1,5, ,3,1500,1,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,44,0,1,4,6,1, ,2,20000,1,3,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,3
M,W,22,1,1,7,3,1, ,2,5000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,0,2,2
M,B,25,1,0,999,0,1, ,1, ,0,20,   10.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,12,13,2,9,4
M,W,24,0,1,0,1,4, ,4, ,0,0,   27.00,    1.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
F,W,25,0,1,0,1,3,1000,3,1000,0,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,25,0,1,0,1,3,1000,3,1000,1,1,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,1
F,W,21,0,1,0,1,3,1000,3,1000,1,0,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
F, ,25,0,1,0,3,2,1500,2,1500,0,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,B,44,1,1,0,1,3,1000,3,1000,1,2,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,32,0,1,0,1,3,1000,3,1000,0,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,31,0,1,1,1,5, ,3,2500,1,2,   24.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,W,51,0,1,1,1,4, ,4, ,0,0,   24.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,B,29,0,0,999,0,1, ,1, ,0,1,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,2,1,0
M,B,48,0,1,0,1,3,1500,3,1500,0,9,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,2,2,2
M,W,30,1,1,0,1,3,5000,3,5000,0,3,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,1,3,1
F,W,53,1,1,0,3,2,1000,2,1000,0,17,   21.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,5,2
M,W,48,0,1,0,1,3,500,3,500,0,10,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,2,6,3
M,W,49,0,0,999,0,1, ,1, ,0,12,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,6,9,2
M,W,22,0,1,0,3,2,2000,2,2000,1,1,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,1
M,W,20,0,1,0,1,3,2500,3,2500,0,5,   11.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,2,6,2
M,W,21,0,1,0,1,3,1500,3,1500,1,0,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
F,B,25,1,1,0,3,2,2000,2,2000,0,1,   10.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,1,0
M,B,26,1,1,0,1,3,2500,3,2500,0,1,   10.00,    3.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,W,43,1,0,999,0,1, ,1, ,0,22,    6.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,4,5,2
M,W,21,0,1,0,1,3,3000,3,3000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,2,0
F,B,60,1,1,1,3,2,4000,2,4000,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,31,0,0,999,0,1, ,1, ,0,2,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,33,1,0,999,0,2,2000,1, ,1,0,   31.00,    5.00,0,0,Defendant Detained Entire Pre-Trial Period_Held on Secured Bond,0,1,0,0,0
F,B,19,1,1,5,4,1, ,4, ,2,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
F,B,24,1,1,3,6,2,10000,2,2500,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,20,0,1,0,1,4, ,4, ,0,0,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
M,B,43,0,1,0,3,2,3000,2,3000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,W,19,0,1,1,3,2,2500,2,2500,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,2,0
F,W,22,1,1,0,1,3,5000,3,5000,0,2,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,2,0
M,W,24,1,1,1,6,2,30000,2,30000,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,49,0,1,0,1,3,5000,3,5000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,27,1,1,1,4,1, ,3,2500,0,7,   31.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,3,1
M,W,41,1,1,0,3,2,3000,2,3000,0,19,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,3,5,3
M,W,21,0,1,0,1,4, ,4, ,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
F,W,25,1,1,0,1,3,2500,3,2500,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,W,30,1,1,1,3,2,10000,2,10000,0,4,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
